ID;Sinônimo
768;ATIVIDADE DO FATOR VII
768;AUTOPROTROMBINA I
768;DOSAGEM DO FATOR VII
768;FATOR VII DA COAGULACAO
768;FATOR VII FUNCIONAL
768;FATOR VII:C
768;PROCONVERTINA
768;QUANTIFICACAO DO FATOR VII
768;Fator VII, Atividade
768;Fator 7, Atividade
769;AHF
769;FAH
769;FATOR ANTI-HEMOFILICO
769;FATOR DA COAGULACAO PARA HEMOFILIA A, TESTE
769;FATOR VIII - ATIVIDADE
769;FATOR VIII: C OU FVIII-C
769;FVIII - FUNCIONAL
769;HEMOFILIA A, TESTE PARA
769;HEMOFILIA, FATOR ANTI
769;VIII, FATOR, ATIVIDADE DO
769;Fator VIII, Atividade
769;Fator 8, Atividade
769;FATOR 8, DOSAGEM
769;FATOR VIII, DOSAGEM
770;ATIVIDADE DO FATOR IX
770;CHRISTMAS DISEASE - TESTE PARA
770;FATOR 9, ATIVIDADE
770;FATOR 9, FUNCIONAL
770;FATOR IX : C OU FIX - C
770;FATOR IX, ATIVIDADE DO
770;FIX - FUNCIONAL
770;HEMOBILIA B, TESTE PARA
770;TESTE DE FATOR DA COAGULACAO PARA HEMOFILIA B
770;Fator IX, Atividade
772;CONCENTRACAO DE FERRO PLASMATICO
772;Ferro, dosagem no sangue
775;ACIDO FENIL PIRUVICO
775;Fenilalanina no soro
775;FENILCETONURIA NO SANGUE
775;FENILCETONURIA, DOSAGEM DE
775;FENILCETONURIA, FENILALANINA
775;PKU
778;Hidantoinato, pesquisa e dosagem no sangue
778;Fenitoina, pesquisa e dosagem no sangue
778;Difenil hidantoína, pesquisa e dosagem no sangue
778;Hidantoína, pesquisa e dosagem no sangue
778;Hidantal®, pesquisa e dosagem no sangue
778;Epelin, pesquisa e dosagem no sangue
778;Epelin®
778;Hidantal®
778;Difenilhidantoinato de Sódio
779;Fenobarbital, pesquisa e dosagem no sangue
779;Gardenal®, pesquisa e dosagem no sangue
780;Benzeno, pesquisa e dosagem na urina
780;Fenol, pesquisa e dosagem na urina
781;FENOTIPAGEM DE LEUCEMIAS E LINFOMAS
781;IMUNOFENOTIPAGEM DE CELULAS LIFOIDES
781;IMUNOFENOTIPAGEM DE LEUCEMIAS E LINFOMAS
781;LEUCEMIAS, FENOTIPAGEM
781;LINFOMAS, FENOTIPAGEM
781;MARCADORES PARA LEUCEMIAS
781;Imunofenotipagem, Painel proliferativo
781;Imunofenotipagem por citometria de fluxo
782;CINTIGRAFIA COM MIBG-131I
782;CINTILOGRAFIA C/MIBG-131I(METAIODOBENZILGUANIDINA
782;FEOCROMOCITOMA, PESQUISA DE
783;ANEMIAS, FERRITINA
783;FERRITINA
783;Reserva de ferro
784;AZUL DA PRUSSIA, COLORACAO
784;DEPOSITO DE FERRO EM MEDULA
784;Ferro em medula óssea
784;FERRO MEDULAR, PESQUISA DE
784;MEDULA OSSEA, DEPOSITO DE FERRO NA
784;MIELODISPLASICA, SINDROME, FERRO MEDULAR
784;PERLS, TESTE DE
785;Ferro, dosagem em urina
792;CORTISOL, TESTE ESTIM C/INSULINA P/DOSAR
792;ESTÍMULO C/INSULINA P/DOSAR CORTISOL
792;HIPÓFISE, CORTISOL PÓS ESTÍMULO COM INSULINA
792;INSULINA, CORTISOL PÓS ESTÍMULO COM
792;ITT PARA DOSAGEM DE CORTISOL
792;TESTE DE ESTÍMULO PARA DOSAGEM DE CORTISOL APÓS INSULINA
795;FISH EM MEDULA OSSEA PARA LEUCEMIA PROMIELOCITICA
795;FISH EM MEDULA P/ LEUCEMIA PROMIELOCITICA VARIANTE
795;FISH P/PESQUISA DO REARRANJO PML-RARA
795;Hibridação ´in situ´, para PML-RARA em medula óssea
795;PESQUISA DE FISH PARA LMA-M3 EM MEDULA OSSEA
795;PML-RARA, METODO FISH, EM MEDULA OSSEA
795;PML-RARA, Hibridação ´in situ´ em medula óssea
795;Translocação 15-17, por Fish, em medula óssea
795;PML RARA, Hibridação ´in situ´ em medula óssea
795;FISH em medula para LPA
796;FISH P/LEUCEMIA PROMIELOCITICA VARIANTE
796;FISH PARA LEUCEMIA PROMIELOCITICA
796;FISH PARA PESQUISA DO REARRANJO PML-RARA
796;Hibridação ´in situ´, para PML-RARA em sangue periférico
796;PESQUISA DE FISH PARA LMA-M3 NO SANGUE
796;PML-RARA, METODO FISH, EM SANGUE PERIFERICO
796;PML-RARA, Hibridação ´in situ´ em sangue periférico
796;Translocação 15-17, por Fish, em sangue periférico
796;FISH para LPA
797;BCR-ABL, METODO FISH, EM MEDULA OSSEA
797;"Cromossomo Philadelphia por Hibridação ""in situ"" (FISH) em medula óssea"
797;FISH PARA LMC EM MEDULA OSSEA
797;FISH PARA TRANSLOCACAO 9 E 22 EM MEDULA OSSEA
797;Hibridação ´in situ´ (FISH), para BCR-ABL em medula óssea
797;PH1, FISH EM MEDULA OSSEA, PESQUISA
797;BCR-ABL, Hibridação ´in situ´ (FISH) em medula óssea
797;"Cromossomo Filadelfia por Hibridação ""in situ"" (FISH) em medula óssea"
797;BCR-ABL1, METODO FISH, EM MEDULA OSSEA
798;BCR-ABL, METODO FISH, EM SANGUE PERIFERICO
798;Cromossomo Philadelphia, por FISH em sangue periférico
798;FISH PARA LMC EM SANGUE PERIFERICO
798;FISH PARA TRANSLOCACAO 9 E 22 EM SANGUE PERIFERICO
798;Hibridação ´in situ´ (FISH), para BCR-ABL em sangue periférico
798;BCR-ABL, Hibridação ´in situ´ (FISH) em sangue periférico
798;REARRANJO BCR-ABL POR HIBRIDAÇÃO ´IN SITU´ (FISH) EM SANGUE PERIFERICO
798;CROMOSSOMO FILADELFIA POR HIBRIDAÇÃO ´IN SITU´ (FISH) EM SANGUE PERIFERICO
798;BCR-ABL1, METODO FISH, EM SANGUE PERIFERICO
798;BCR-ABL1, Hibridação ´in situ´ (FISH) em sangue periférico
798;REARRANJO  BCR-ABL1 POR HIBRIDAÇÃO ´IN SITU´ (FISH) EM SANGUE PERIFERICO
800;ANALISE DE QUIMERISMO EM MEDULA OSSEA, POR FISH
800;ANALISE DE QUIMERISMO POS-TRANSPLANTE EM MEDULA, POR FISH
800;CROMOSSOMOS X E Y EM MEDULA OSSEA, PESQ DE
800;FISH EM MEDULA OSSEA P/CROMOSSOMOS X E Y
800;HIBRIDACAO IN SITU P/CROMOSSOMOS X E Y EM MEDULA
800;HIBRIDIZACAO IN SITU P/CROMOSSOMOS X E Y EM MEDULA
800;PESQUISA DE CROMOSSOMOS X E Y EM MEDULA OSSEA
800;QUIMERISMO EM MEDULA OSSEA, ANALISE POR FISH
800;Cromossomo X e Y, Hibridação ´in situ´ em medula óssea
801;ANALISE DE QUIMERISMO EM SANGUE PERIFERICO, POR FISH
801;ANALISE DE QUIMERISMO POS-TRANSPLANTE EM SANGUE, POR FISH
801;CROMOSSOMOS X E Y EM SANGUE PERIFERICO, PESQ DE
801;FISH EM SANGUE PERIFERICO P/CROMOSSOMOS X E Y
801;HIBRIDACAO IN SITU P/CROMOSSOMO X E Y SANGUE PERIF
801;HIBRIDIZACAO IN SITU P/CROMOSSOMOS X E Y SG PERIF
801;PESQUISA DE CROMOSSOMOS X E Y EM SANGUE PERIF
801;QUIMERISMO EM SANGUE PERIFERICO, ANALISE POR FISH
801;Cromossomo X e Y, Hibridação ´in situ´ em sangue periférico
803;RAIOS X CONTRASTADO DE FISTULA
805;ANTICORPOS ANTI-ECHINOCOCCUS (HIDATIDOSE)
805;ECHINOCOCCUS/HIDATIDOSE, ANTICORPOS ANTI
805;EQUINOCOCOSE, SOROLOGIA P/
805;HIDATIDOSE, ANTICORPOS ANTI ECHINOCOCCUS
805;Echinococcus, Anticorpo IgG
809;Flúor, pesquisa e dosagem na urina
809;Fluoreto, pesquisa e dosagem na urina
810;Cloridrato de fluoxetina, pesquisa e dosagem no sangue
810;Fluoxetina, pesquisa e dosagem no sangue
810;Norfluoxetina, pesquisa e dosagem no sangue
810;Deprax®
810;Eufor 20®
810;Fluxene®
810;Nortec®
810;Prozac®
810;Prozen®
810;Psiquial®
810;Verotina®
812;EXAME UROFLUXOMETRICO
812;FLUXOMETRIA MICCIONAL
812;FLUXOMETRIA PARA PROSTATA
812;FLUXOMETRIA URINARIA
812;UROFLUXOMETRIA
814;Ácido Fólico
814;FOLATEMIA
814;FOLICO, ACIDO
814;MEGALOBASTICA, ANEMIA, FOLATO
814;Vitamina B9
814;Vitamina M
822;FOLICULINA
822;FOLICULO ESTIMULANTE, HORMONIO
822;GONADOTROFICO HIPOFISARIO, HORMONIO
822;GONADOTROFINA HIPOFISARIA
822;HIPOFISE, GONADOTROFINA HIPOFISARIA
822;HIPOGONADISMO PRIMARIO, FSH
822;Hormônio Folículo Estimulante
822;MENOPAUSA, FSH
824;Candida, micológico direto no líquor
824;Líquor, micológico direto
824;Micológico, direto no líquor
824;Pesquisa de fungo no líquor
824;Tinta da China, líquor
827;ANTIBIOGRAMA QUANTITATIVO P/FUNGOS
827;ANTIFUNGIGRAMA QUANTITATIVO
827;CANDIDA, ANTIBIOGRAMA QUANTITATIVO
827;FUNGOS, ANTIBIOGRAMA QUANTITATIVO
827;MIC PARA FUNGOS
827;Antibiograma para fungos, quantitativo
830;CANDIDA, PESQUISA DE
830;FUNGOS, PESQUISA DE
830;LEVEDURAS, PESQUISA DE
830;Micológico, direto
830;MICOLOGICO, EXAME
830;MONILIA, PESQUISA DE
830;Exame direto, a fresco, em secreção vaginal
830;Dermatófitos, pesquisa de
832;G6PD INTRA ERITROCITARIO
832;Glicose 6 Fosfato Dehidrogenase
832;GPD ERITROCITARIA
832;HEMOLISE, G6PD
832;Atividade da glicose 6 fosfato desidrogenase
832;Atividade da G6PD
833;GALACTOSE 1 FOSFATO URIDILTRANSFERASE
833;GALACTOSE URIDIL TRANSFERASE
833;Galactose-1 Fosfato Uridiltransferase
833;GALACTOSEMIA,GALACTOSE 1 FOSFATO URIDILTRANSFERASE
833;HEPATITES, GALACTOSE 1 FOSFATO URIDILTRANSFERASE
836;CINTILOGRAFIA COM GALIO-67
836;CINTILOGRAFIA DE CORPO INTEIRO COM GALIO-67
836;ESTADIAMENTO TUMORAL COM GALIO-67
836;MAPEAMENTO COM GALIO-67 (GA-67)
836;MIOCARDITE COM GALIO-67, PESQUISA DE
836;PESQUISA DE ABCESSO COM GALIO-67
837;Gama Glutamiltransferase
837;GAMAGLUTAMIL TRANSPEPTIDASE
837;HEPATOPATIAS, GAMA GLUTAMIL TRANSFERASE
837;Gama GT
837;GGT
841;ACIDOSE, GASOMETRIAL ARTERIAL
841;ARTERIAL, GASOMETRIA
841;EQUILIBRIO ACIDO-BASICO, GASOMETRIA ARTERIAL
841;GASES SANGUINEOS, ARTERIAL
841;Gasometria arterial
841;Determinação do pH em sangue arterial
841;HEMOGASOMETRIA ARTERIAL
842;ACIDOSE, GASOMETRIA VENOSA
842;EQUILIBRIO ACIDO-BASICO, GASOMETRIA VENOSA
842;GASES SANGUINEOS, VENOSA
842;Gasometria venosa
842;SATURACAO DE O2
842;VENOSA, GASOMETRIA
842;Determinação do pH em sangue venoso
844;Gastrina
844;GASTRINEMIA
844;ULCERA PEPTICA, GASTRINA
844;ZOLLINGER-ELLISON, GASTRINA
846;BACTERIAS VIVAS
846;MICRORGANISMOS VIVOS
846;Germes vivos
847;ATENSINA, DOS DE GH POS ESTIMULO COM
847;CLONIDINA, DOS DE GH POS ESTIMULO COM
847;CRESCIMENTO, DEFICIT DE, DOS GH POS CLONIDINA
847;CRESCIMENTO, HORMONIO POS ESTIMULO C/CLONIDINA
847;ESTIMULO C/CLONIDINA P/DOSAR HGH, TESTE DE
847;GH, DEFICIT DE, DOS GH POS CLONIDINA
847;GH, POS ESTIMULO COM CLONIDINA
847;HIPOFISE, GH POS ESTIMULO COM CLONIDINA
847;HGH, após estimulo com Clonidina
847;TESTE DE ESTÍMULO DE GH COM CLONIDINA
848;CLONIDINA E EXERCICIO, TESTE ESTIM P/DOSA GH
848;CRESCIMENTO, DEFICIT DE,GH POS CLONIDINA/EXERCICIO
848;CRESCIMENTO, HORMONIO, POS CLONIDINA E EXERCICIO
848;ESTIMULO C/EXERCICIO E CLONIDINA P/DOS HGH
848;EXERCICIO E CLONIDINA, TESTE ESTIM P/DOS GH
848;GH POS ESTIMULO C/ CLONIDINA E EXERCICIO
848;GH, DEFICIT DE, GH POS CLONIDINA E EXERCICIO
848;HGH, após estímulo com exercício e Clonidina
849;CRESCIMENTO, DEFICIT DE, GH POS EXERCICIO
849;CRESCIMENTO, HORM, DOSAGEM POS ESTIM C/EXERCICIO
849;ESTIMULO C/EXERCICIO P/DOS HGH
849;EXERCICIO, DOS DE GH POS ESTIMULO C/EXERCICIO
849;GH POS ESTIMULO COM EXERCICIO
849;GH, DEFICIT DE, DOS GH POS EXERCICIO
849;PROVA DE ESTIMULO COM EXERCICIO P/DOSAGEM DE GH
849;HGH, após exercício
849;TESTE DO EXERCÍCIO
850;ACROMEGALIA, GH POS DEPRESSAO C/GLICOSE
850;CRESCIMENTO, HORM, PV DEPRESSAO C/GLICOSE P/DOSAR
850;DEPRESSAO C/GLICOSE P/HORMONIO DE CRESCIMENTO
850;GH POS DEPRESSAO COM GLICOSE
850;GLICOSE, DOSAGEM DE GH POS DEPRESSAO COM
850;HIPOFISE, DOSAGEM DE GH POS DEPRESSAO COM GLICOSE
850;HGH, após depressão com Glicose
850;TESTE DE SUPRESSÃO DO GH COM GLICOSE
850;GH, POS ESTIMULO COM GLICOSE
851;ESTIMULO C/GLUCAGON P/HORMONIO DE CRESCIMENTO
851;TESTE DE ESTIMULO COM GLUCAGON P/DOSAGEM DO GH
851;TESTE DE ESTÍMULO DE GH COM GLUCAGON
851;GH POS ESTIMULO COM GLUCAGON
852;CRESCIMENTO, DEFICIT DE, GH POS INSULINA
852;CRESCIMENTO, HORM, DOSAGEM POS ESTIM C/INSULINA
852;CRESCIMENTO, HORMONIO, POS ESTIMULO C/INSULINA
852;ESTIMULO C/INSULINA P/HORMONIO DE CRESCIMENTO
852;GH COM ITT
852;GH POS ESTIMULO COM INSULINA
852;GH, DEFICIT DE, DOS GH POS INSULINA
852;HIPOGLICEMIA PARA GH, TESTE COM
852;INSULINA, DOSAGEM DE GH POS ESTIMULO COM
852;HGH, após estímulo de Insulina
852;TESTE DE TOLERÂNCIA À INSULINA
853;ESTIM C/INSULINA P/HORMONIO DE CRESCIMENTO -MEGAT
853;GH POS ESTIMULO COM INSULINA -MEGAT
853;TESTE DE ESTIM COM INSULINA P/ DOS DE GH -MEGAT
853;HGH, após estímulo com Insulina - MEGAT
854;CRESCIMENTO, DEFICIT DE, GH POS L-DOPA
854;CRESCIMENTO, HORM, DOSAGEM POS ESTIM C/ L-DOPA
854;DEFICIT DE GH, GH POS L-DOPA
854;ESTIMULO COM L-DOPA P/HORMONIO DE CRESCIMENTO
854;GH POS ESTIMULO C/ L-DOPA
854;L-DOPA, DOSAGEM DE GH POS ESTIMULO COM
854;HGH, após estímulo com L-Dopa
855;CRESCIMENTO, DEFICIT DE, GH POS L-DOPA E EXERCICIO
855;CRESCIMENTO, HORM, POS ESTIM C/EXERCICIO E L-DOPA
855;DEFICIT DE GH, POS L-DOPA E EXERCICIO
855;ESTIMULO C/EXERC E L-DOPA P/DOSAR GH
855;EXERCICIO E L-DOPA, DOSAR GH POS ESTIMULO C/
855;GH POS ESTIMULO C/ L-DOPA E EXERCICIO
855;L-DOPA E EXERCICIO, DOSAR GH POS ESTIMULO C/
855;PROVA EST C/ EXERC E LDOPA P/ DOSAR HORM CRESCIM
856;CRESCIMENTO, DEFICIT DE, POS L-DOPA E PROPRANOLOL
856;CRESCIMENTO, HORM, POS ESTIM C/L-DOPA E EXERCICIO
856;DEFICIT DE GH, POS L-DOPA E PROPRANOLOL
856;ESTIMULO C/L-DOPA E PROPRANOLOL P/DOSAR HGH
856;GH POS ESTIMULO C/ L-DOPA E PROPRANOLOL
856;L-DOPA E PROPRANOLOL, DOSAR GH POS ESTIM C/
856;PROPRANOLOL E L-DOPA, DOSAR GH POS ESTIM C/
856;PROVA ESTIMULO COM L-DOPA E PROPRANOLOL P/ DOS HGH
856;HGH, após estímulo com L-Dopa e Propranolol
857;ANTIGENO DA GIARDIA LAMBLIA NAS FEZES
857;G. LAMBLIA NAS FEZES, PESQUISA DE ANTIGENO DA
857;GIARDIA LAMBLIA NAS FEZES, PESQUISA DE ANTIGENO DA
857;GIARDIA LAMBLIA, ELISA PARA
857;Pesquisa de giardia
858;ANTIGENO DA GIARDIA LAMBLIA EM ASPIRADO DUODENAL
858;G. LAMBLIA, PESQUISA DE ANTIGENO EM ASPIRADO DUODENAL
858;GIARDIA LAMBLIA, PESQUISA DE ANTIGENO
858;Giardia lamblia, Antígeno no aspirado duodenal
859;CINTILOGRAFIA DAS GLANDULAS SALIVARES
859;CINTILOGRAFIA DAS PAROTIDAS
859;CINTILOGRAFIA GLANDULAS SUB-MANDIBULARES
859;MAPEAMENTO DAS GLANDULAS SALIVARES
859;MAPEAMENTO DAS PAROTIDAS COM TESTE DE ESVAZIAMENTO
860;Glicemia
860;Glicose no soro
860;Glicemia de jejum
863;Diabetes, glicemia 1 hora apos 50 g de glicose
863;Glicose, 1 hora após 50 gramas de Glicose
863;Teste simplificado para diabetes gestacional
863;Teste para triagem de diabetes mellitus gestacional
863;Rastreamento de diabetes gestacional
863;Teste oral de glicose simplificado para gestantes
866;DIABETES, GLICEMIA EM JEJUM E 2 H APOS 75 G DE GLICOSE
866;TESTE DE TOLERÂNCIA À GLICOSE
866;GTT DE 2 HORAS
866;Teste de tolerância oral nos tempos 0 e 120 minutos
866;TESTE COM 75 G DE GLICOSE ORAL
868;GLICOSE EM LIQUIDOS CAVITARIOS
868;Glicose, em líquidos cavitários, acompanhamento
868;Glicose, Secreção nasal
869;Glicemia no plasma (fluoreto)
869;Glicemia de jejum no plasma
871;Glicose, pós prandial
871;POS PRANDIAL, GLICEMIA
871;GLICEMIA, POS PRANDIAL
875;DIABETES, GLICOSURIA
875;GLICO CETONURIA
875;GLICOSE URINARIA
875;GLICOSURIA
875;GLICOSURIA QUANTITATIVA
875;URINA GLICO-CETONURIA
875;URINA, GLICOSE NA
875;Glicose na urina
876;GLICOSE - HOSPITAL
876;GLICOSE PARA HOSPITAL
876;Glicose, para Hospitais no plasma
877;GLICOSURIA EM AMOSTRA ISOLADA
877;GLICOSURIA SEMI QUANTITATIVA - HOSPITAL
877;GLICOSURIA SEMI QUANTITATIVA PARA HOSPITAL
877;Glicose, para Hospitais em urina
879;ESTIMULO C/LHRH P/DOSAR FSH E LH, TESTE DE
879;FSH E LH POS ESTIMULO COM LHRH
879;GONADORELINA, DOSAR FSH E LH POS ESTIMULO C/
879;GONADORRELINA, ESTIMULO P/DOSAR FSH E LH
879;GONADOTROFINAS POS ESTIMULO COM LHRH
879;LH E FSH POS ESTIMULO COM LHRH
879;LHRH, DOSAR FSH E LH POS ESTIMULO COM
879;PUBERDADE, FSH E LH POS ESTIMULO COM LHRH
879;RELISORM, ESTIMULO P/DOSAR FSH E LH
879;TESTE DE ESTIMULO C/ LHRH PARA DOSAGEM DE FSH E LH
879;FSH e LH, após estímulo com LHRH
880;ESTIMULO C/LHRH P/DOS FSH E LH, TESTE DE -MEGAT
880;LH E FSH POS ESTIMULO COM LHRH -MEGAT
880;TESTE DE ESTIM C/LHRH P/DOS DE FSH E LH -MEGAT
880;FSH e LH, após estímulo com LHRH - MEGAT
881;BLENORRAGIA, SOROLOGIA PARA
881;GONO TEST
881;GONOCOCO, SOROLOGIA
881;GONOFIXACAO
881;GONORREIA, SOROLOGIA P/NEISSERIA GONORRHOEAE
881;GONOZIME
881;NEISSERIA GONORRHOEAE, SOROLOGIA
881;Neisseria gonorrhoeae, Anticorpos
882;COLORACAO DAS GORDURAS FECAIS
882;COLORACAO DE GORDURAS NEUTRAS NAS FEZES
882;GORDURA FECAL, AVALIACAO QUALITATIVA DA
882;GORDURA NAS FEZES, AVALIACAO SEMIQUANTITATIVA DE
882;GORDURA NAS FEZES, PESQUISA DE
882;GORDURA NEUTRA NAS FEZES, PESQUISA DE
882;GOTICULAS DE GORDURA NEUTRA NAS FEZES, PESQUISA DE
882;PESQUISA DE GORDURAS NAS FEZES
882;SUDAN III GORDURA NEUTRA NAS FEZES, PESQUISA DE
882;SUDAN III NAS FEZES, TESTE DE
882;SUDAN III, TESTE DE
883;BALANCO DE GORDURA NAS FEZES
883;DOSAGEM DE GORDURAS NAS FEZES
883;ESTEATORREIA, DOS QUANTITATIVA GORDURA NAS FEZES
883;FEZES, DOSAGEM DE GORDURAS
883;GORDURA FECAL, DETERMINACAO QUANTITATIVA DE
883;GORDURAS NAS FEZES, DOSAGEM DE
883;KAMER, TESTE DE VAN DE
883;VAN DE KAMER, TESTE DE
884;ASPARTATO AMINOTRANSFERASE
884;AST
884;HEPATITES, TGO
884;HEPATOPATIAS, TGO
884;INFARTO DO MIOCARDIO, TGO
884;SGOT - TGO
884;TGO
884;Transaminase Glutâmico Oxalacética
886;ASPARTATO AMINOTRANSFERASE no plasma
886;AST, plasma
886;GOT, plasma
886;SGOT - TGO, no plasma
886;TGO no plasma
886;TRANSAMINASE GLUTAMICO OXALACETICA, no plasma
887;ALANINA AMINOTRANSFERASE
887;ALT
887;HEPATITES, TGP
887;HEPATOPATIAS, TGP
887;INFARTO DO MIOCARDIO, TGP
887;SGPT
887;TGP
887;Transaminase Glutâmico Pirúvica
888;ALANINA AMINOTRANSFERASE, no plasma
888;ALT, plasma
888;GPT no plasma
888;SGPT, plasma
888;TGP, no plasma
889;BACTERIOSCOPICO (VARIOS MATERIAIS)
889;GRAM, VARIOS MATERIAIS
889;SWAB P/ PESQUISA BACTERIAS
889;Bacterioscópico em Vários Materiais
890;AMIGDALAS, BACTERIOSCOPICO DE AMBAS
890;BACTERIOSCOPICO DE AMBAS AS AMIGDALAS
890;GRAM DE AMBAS AS AMIGDALAS
890;Bacterioscópico de Amigdalas, direita e esquerda
893;CONJUNTIVAL, SECRECAO, BACTERIOSCOPICO
893;Bacterioscópico de secreção conjuntival
895;ESCARRO, GRAM DE
895;ESCARRO, PESQUISA DE BACTERIAS
895;Bacterioscópico de escarro
896;ESPERMA, BACTERIOSCOPICO/GRAM DE LIQUIDO SEMINAL
896;Bacterioscópico de esperma
896;CITOBACTERIOSCOPICO DE ESPERMA
898;LIQUOR, BACTERIOSCOPICO/GRAM
898;Gram, líquor
899;BACTERIOSCOPICO DE SECRECAO AMBAS AS NARINAS
899;BACTERIOSCOPICO DE SECRECAO DE AMBAS AS NARINAS
899;GRAM DE SECRECAO NASAL AMBAS AS NARINAS
899;NARINAS, BACTERIOSCOPICO DE SECRECAO DE AMBAS
899;Bacterioscópico de Secreção nasal, direita e esquerda
903;OROFARINGE, BACTERIOSCOPICO/GRAM DE
903;Bacterioscópico de orofaringe
903;BACTERIOSCOPICO DE FARINGE
903;GRAM DE FARINGE
904;BACTERIOSCOPICO DE SECRECAO DE AMBOS OUVIDOS
904;OUVIDOS, BACTERIOSCOPICO/GRAM DE AMBOS
904;Bacterioscópico de Secreção de ouvido, direito e esquerdo
907;Bacterioscópico de secreção prostática
907;PROSTATA, BACTERIOSCOPICO/GRAM DE SECR PROSTATICA
907;PROSTATICA, SECRECAO, BACTERIOSCOPICO/GRAM
908;Bacterioscópico, para Helicobacter pylori
908;HELICOBACTER PYLORI, BACTERIOSCOPICO/GRAM PARA
908;PYLORI, PESQUISA/GRAM PARA HELICOBACTER
908;ULCERA PEPTICA, BACTERIOSCOPICO P/H.PYLORI
909;Bacterioscópico de urina
909;SEDIMENTO CORADO DE URINA
909;URINA, BACTERIOSCOPICO/GRAM DE
909;CITOBACTERIOSCOPICO DE URINA
909;GRAM DE URINA
909;BACTERIOSCOPIA DE URINA
910;Bacterioscópico de urina primeiro jato
910;URINA PRIMEIRO JATO, BACTERIOSCOPICO/GRAM
910;CITOBACTERIOSCOPICO DE URINA DE PRIMEIRO JATO
911;Bacterioscópico de urina jato médio
911;URINA JATO MEDIO, BACTERIOSCOPICO/GRAM DE
911;CITOBACTERIOSCOPICO DE URINA DE SEGUNDO JATO
912;Bacterioscópico de secreção uretral masculina
912;CITOBACTERIOSCOPICO DE SECRECAO URETRAL
912;URETRAL, SECRECAO, BACTERIOSCOPICO/GRAM
913;BACTERIOSCOPICO - VARIOS MATERIAIS - HOSPITAL
913;BACTERIOSCOPICO - VARIOS MATERIAIS PARA HOSPITAL
913;GRAM - VARIOS MATERIAIS - HOSPITAL
913;Bacterioscópico, para Hospitais de Vários Materiais
914;Bacterioscópico de secreção vaginal
914;CITOBACTERIOSCOPICO DE SECRECAO VAGINAL
914;DIRETO DE SECRECAO VAGINAL, EXAME
914;SECRECAO VAGINAL, EXAME MICROSCOPICO
914;VAGINAL, SECRECAO, BACTERIOSCOPICO/GRAM
914;VAGINAL, SECRECAO, EXAME DIRETO DE
914;BACTERIOSCOPIA DE SECRECAO VAGINAL
915;ABO-RH
915;ABO-RH, TIPAGEM SANGUINEA
915;GRUPO SANGUINEO
915;SANGUINEO, GRUPO/TIPO
915;Sorotipagem
915;TIPO SANGUINEO
915;Tipagem sanguínea
918;CURVA GLICÊMICA DE 2 HORAS, COM INTERVALOS
918;DIABETES, CURVA GLICEMICA DE 2 HORAS, COM INTERVALOS
918;GTT DE 2 HORAS, COM INTERVALOS
918;TOLERÂNCIA A GLICOSE, TESTE DE (2 HORAS), COM INTERVALOS
918;Curva glicêmica em 5 tempos
918;Curva glicêmica clássica
918;Curva glicêmica de 2 horas
918;CURVA GLICÊMICA PARA GESTANTES
918;TESTE COM 75 G DE GLICOSE ORAL PARA CONFIRMAÇÃO DE DIABETES MELLITUS GESTACIONAL
920;Curva Glicêmica de 3 horas
920;DIABETES, CURVA GLICEMICA DE 3 HORAS
920;GTT DE 3 HORAS
920;TOLERANCIA A GLICOSE, TESTE DE (3 HORAS)
920;GTT com 100 g para gestantes
920;TESTE COM 100 G DE GLICOSE ORAL PARA CONFIRMAÇÃO DE DIABETES GESTACIONAL
922;CURVA GLICEMICA PROLONGADA DE 4 HORAS
922;DIABETES, CURVA GLICEMICA DE 4 HORAS
922;GTT PROLONGADA DE 4 HORAS
922;TOLERANCIA A GLICOSE PROLONGADA, TESTE DE /4HORAS
922;Curva Glicêmica de 4 horas
923;CURVA GLICEMICA PROLONGADA DE 5 HORAS
923;DIABETES, CURVA GLICEMICA DE 5 HORAS
923;GTT PROLONGADA DE 5 HORAS
923;TOLERANCIA A GLICOSE PROLONGADA, TESTE DE /5HORAS
923;Curva Glicêmica de 5 horas
924;CURVA GLICEMICA PROLONGADA DE 6 HORAS
924;DIABETES, CURVA GLICEMICA DE 6 HORAS
924;GTT PROLONGADA DE 6 HORAS
924;TOLERANCIA A GLICOSE PROLONGADA, TESTE DE (6HORAS)
924;Curva Glicêmica de 6 horas
925;Curva Glicêmica Endovenosa
925;DIABETES, CURVA GLICEMICA ENDOVENOSA
925;GTT ENDOVENOSA
927;CURVA GLICEMICA C/DOSAGEM DE INSULINA (2 HORAS)
927;CURVA INSULINEMICA SIMPLIFICADA DE 2 HORAS
927;DIABETES, CURVA INSULINEMICA SIMPLIFICADA (2 H)
927;HIPOGLICEMIA, CURVA GLICEMICA C/INSULINA DE 2H
927;INSULINA, CURVA INSULINEMICA DE 2 HORAS
927;Curva Insulinêmica, de 2 horas
927;Curva insulinêmica em 5 tempos
927;Curva glicoinsulinêmica de 2 horas com 5 dosagens ou com 5 tempos
927;Curva glicoinsulinêmica de 2 h c/especificação de tempos 0, 30, 60, 90 e 120 min
927;TESTE DE TOLERÂNCIA À GLICOSE ORAL COM DOSAGEM DE GLICOSE E INSULINA, DE 2 HORAS
928;CURVA GLICEMICA C/DOSAGEM DE INSULINA (3 HORAS)
